HGNC.ID,HGNCsymbol,Approved.name,Chromosome,Pubmed.IDs,OMIM.ID,UniProt.ID
HGNC:122,ACP1,acid phosphatase 1,2p25.3,"457131, 1587862, 8586411",171500,P24666
HGNC:123,ACP2,"acid phosphatase 2, lysosomal",11p11.2,975882,171650,P11117
HGNC:125,ACP3,acid phosphatase 3,3q22.1,"1375464, 2842184",171790,P15309
HGNC:14376,ACP4,acid phosphatase 4,19q13.33,11414767,606362,Q9BZG2
HGNC:124,ACP5,"acid phosphatase 5, tartrate resistant",19p13.2,"8449511, 2338077",171640,P13686
HGNC:29609,ACP6,"acid phosphatase 6, lysophosphatidic",1q21.2,"12010880, 10506173",611471,Q9NPH0
HGNC:33781,ACP7,"acid phosphatase 7, tartrate resistant (putative)",19q13.2,16793224,610490,Q6ZNF0
HGNC:126,ACR,acrosin,22q13.33,"2298447, 12398221",102480,P10323
HGNC:17195,ACRBP,acrosin binding protein,12p13.31,11248070,608352,Q8NEB7
HGNC:54745,ACRP1,ACR pseudogene 1,2q14.1,,,
HGNC:127,ACRV1,acrosomal vesicle protein 1,11q24.2,"1693291, 8288254",102525,P26436
HGNC:128,ACS3,"symbol withdrawn, see [HGNC:12428](/data/gene-symbol-report/#!/hgnc_id/HGNC:12428)",,,,
HGNC:29567,ACSBG1,acyl-CoA synthetase bubblegum family member 1,15q25.1,"9734811, 10954726",614362,Q96GR2
HGNC:24174,ACSBG2,acyl-CoA synthetase bubblegum family member 2,19p13.3,11230166,614363,Q5FVE4
HGNC:26101,ACSF2,acyl-CoA synthetase family member 2,17q21.33,17762044,610465,Q96CM8
HGNC:27288,ACSF3,acyl-CoA synthetase family member 3,16q24.3,"17762044, 21846720",614245,Q4G176
HGNC:3569,ACSL1,acyl-CoA synthetase long chain family member 1,4q35.1,"2341402, 1531127",152425,P33121
HGNC:3570,ACSL3,acyl-CoA synthetase long chain family member 3,2q36.1,21328461,602371,O95573
HGNC:40227,ACSL3-AS1,ACSL3 antisense RNA 1,2q36.1,,,
HGNC:3571,ACSL4,acyl-CoA synthetase long chain family member 4,Xq23,"9480748, 12949969",300157,O60488
HGNC:16526,ACSL5,acyl-CoA synthetase long chain family member 5,10q25.2,11127823,605677,Q9ULC5
HGNC:16496,ACSL6,acyl-CoA synthetase long chain family member 6,5q31.1,"10502316, 10548543",604443,Q9UKU0
HGNC:40772,ACSL6-AS1,ACSL6 antisense RNA 1,5q31.1,,,
HGNC:18049,ACSM1,acyl-CoA synthetase medium chain family member 1,16p12.3,"11470804, 12654705",614357,Q08AH1
HGNC:32017,ACSM2A,acyl-CoA synthetase medium chain family member 2A,16p12.3,"19345228, 29948332",614358,Q08AH3
HGNC:30931,ACSM2B,acyl-CoA synthetase medium chain family member 2B,16p12.3,12616642,614359,Q68CK6
HGNC:10522,ACSM3,acyl-CoA synthetase medium chain family member 3,16p12.3,"7843754, 7907320, 11470804",145505,Q53FZ2
HGNC:32016,ACSM4,acyl-CoA synthetase medium chain family member 4,12p13.31,17762044,614360,P0C7M7
HGNC:26060,ACSM5,acyl-CoA synthetase medium chain family member 5,16p12.3,17762044,614361,Q6NUN0
HGNC:51295,ACSM5P1,acyl-CoA synthetase medium chain family member 5 pseudogene 1,16p12.3,,,
HGNC:31665,ACSM6,acyl-CoA synthetase medium chain family member 6,10q23.33,23884467,,Q6P461
HGNC:16091,ACSS1,acyl-CoA synthetase short chain family member 1,20p11.21,22313524,614355,Q9NUB1
HGNC:15814,ACSS2,acyl-CoA synthetase short chain family member 2,20q11.22,10843999,605832,Q9NR19
HGNC:24723,ACSS3,acyl-CoA synthetase short chain family member 3,12q21.31,17762044,614356,Q9H6R3
HGNC:129,ACTA1,"actin alpha 1, skeletal muscle",1q42.13,"10072583, 6865942",102610,P68133
HGNC:130,ACTA2,"actin alpha 2, smooth muscle",10q23.31,2398629,102620,P62736
HGNC:45169,ACTA2-AS1,ACTA2 antisense RNA 1,10q23.31,"24721325, 28088733",,
HGNC:131,ACTA3,"symbol withdrawn, see [HGNC:145](/data/gene-symbol-report/#!/hgnc_id/HGNC:145)",,,,
HGNC:132,ACTB,actin beta,7p22.1,1505215,102630,P60709
HGNC:17780,ACTBL2,actin beta like 2,5q11.2,25520667,614835,Q562R1
HGNC:134,ACTBP1,ACTB pseudogene 1,Xp11.3,,,
HGNC:135,ACTBP2,ACTB pseudogene 2,5q14.1,3837182,,
HGNC:136,ACTBP3,ACTB pseudogene 3,18q21.33,3837182,,
HGNC:137,ACTBP4,ACTB pseudogene 4,5q31.1,3837182,,
HGNC:138,ACTBP5,"actin, beta pseudogene 5",7q36.1,3837182,,
HGNC:139,ACTBP6,ACTB pseudogene 6,8q21.2,,,
HGNC:140,ACTBP7,ACTB pseudogene 7,15q15.3,"6296793, 6571702",,
HGNC:141,ACTBP8,ACTB pseudogene 8,6q15,6296793,,
HGNC:142,ACTBP9,ACTB pseudogene 9,18q21.33,8941379,,
HGNC:31819,ACTBP10,ACTB pseudogene 10,14q11.2,,,
HGNC:33971,ACTBP11,ACTB pseudogene 11,1q41,,,
HGNC:150,ACTBP12,ACTB pseudogene 12,1p22.1,,,
HGNC:45086,ACTBP14,ACTB pseudogene 14,10q22.1,,,
HGNC:55065,ACTBP15,ACTB pseudogene 15,22q13.2,,,
HGNC:143,ACTC1,actin alpha cardiac muscle 1,15q14,1639426,102540,P68032
HGNC:51491,ACTE1P,"actin epsilon 1, pseudogene",11q13.4,,,
HGNC:144,ACTG1,actin gamma 1,17q25.3,14684684,102560,P63261
HGNC:146,ACTG1P1,actin gamma 1 pseudogene 1,3q23,,,
HGNC:147,ACTG1P2,actin gamma 1 pseudogene 2,Yq11.222,,,
HGNC:148,ACTG1P3,actin gamma 1 pseudogene 3,20p13,8941379,,
HGNC:149,ACTG1P4,actin gamma 1 pseudogene 4,1p21.1,1692956,,
HGNC:151,ACTG1P6,actin gamma 1 pseudogene 6,1p21,1692956,,
HGNC:152,ACTG1P7,actin gamma 1 pseudogene 7,1p21,1692956,,
HGNC:153,ACTG1P8,actin gamma 1 pseudogene 8,1p21,1692956,,
HGNC:154,ACTG1P9,actin gamma 1 pseudogene 9,6p12.3,,,
HGNC:155,ACTG1P10,actin gamma 1 pseudogene 10,Xp11.22,6592095,,
HGNC:37651,ACTG1P11,actin gamma 1 pseudogene 11,Yq11.222,,,
HGNC:44496,ACTG1P12,actin gamma 1 pseudogene 12,3p25.2,,,
HGNC:49058,ACTG1P13,actin gamma 1 pseudogene 13,3q12.1,,,
HGNC:49751,ACTG1P14,actin gamma 1 pseudogene 14,9p24.1,,,
HGNC:51495,ACTG1P15,actin gamma 1 pseudogene 15,15q14,,,
HGNC:51496,ACTG1P16,actin gamma 1 pseudogene 16,16q12.1,,,
HGNC:51497,ACTG1P17,actin gamma 1 pseudogene 17,15q25.2,,,
HGNC:51498,ACTG1P18,actin gamma 1 pseudogene 18,6q16.3,,,
HGNC:51499,ACTG1P19,actin gamma 1 pseudogene 19,9q31.1,,,
HGNC:51500,ACTG1P20,actin gamma 1 pseudogene 20,1p36.11,,,
HGNC:51501,ACTG1P21,actin gamma 1 pseudogene 21,1p31.1,,,
HGNC:51502,ACTG1P22,actin gamma 1 pseudogene 22,2p16.1,,,
HGNC:51503,ACTG1P23,actin gamma 1 pseudogene 23,3q26.31,,,
HGNC:49661,ACTG1P24,actin gamma 1 pseudogene 24,17p11.2,,,
HGNC:54872,ACTG1P25,actin gamma 1 pseudogene 25,1q32.1,32198345,,
HGNC:145,ACTG2,"actin gamma 2, smooth muscle",2p13.1,"1710027, 1673027",102545,P63267
HGNC:156,ACTL2,"symbol withdrawn, see [HGNC:147](/data/gene-symbol-report/#!/hgnc_id/HGNC:147)",,,,
HGNC:157,ACTL3,"symbol withdrawn, see [HGNC:145](/data/gene-symbol-report/#!/hgnc_id/HGNC:145)",,,,
HGNC:158,ACTL4,actin-like 4,3pter-q21,,,
HGNC:159,ACTL5,actin-like 5,21q22.3,1406950,,
HGNC:24124,ACTL6A,actin like 6A,3q26.33,"9845365, 10380635",604958,O96019
HGNC:160,ACTL6B,actin like 6B,7q22.1,9799793,612458,O94805
HGNC:161,ACTL7A,actin like 7A,9q31.3,10373328,604303,Q9Y615
HGNC:162,ACTL7B,actin like 7B,9q31.3,"10373328, 12907721",604304,Q9Y614
HGNC:24018,ACTL8,actin like 8,1p36.13,30535476,,Q9H568
HGNC:28494,ACTL9,actin like 9,19p13.2,,,Q8TC94
HGNC:16127,ACTL10,actin like 10,20q11.22,,,Q5JWF8
HGNC:44626,ACTL11P,"actin like 11, pseudogene",3p21.31,,,
HGNC:163,ACTN1,actinin alpha 1,14q24.1,2349951,102575,P12814
HGNC:20131,ACTN1-AS1,ACTN1 antisense RNA 1,14q24.1,,,
HGNC:164,ACTN2,actinin alpha 2,1q43,1339456,102573,P35609
HGNC:165,ACTN3,actinin alpha 3,11q13.2,"1339456, 17828264",102574,Q08043
HGNC:166,ACTN4,actinin alpha 4,19q13.2,"9461087, 10700177",604638,O43707
HGNC:44028,ACTN4P1,actinin alpha 4 pseudogene 1,4q26,,,
HGNC:44032,ACTN4P2,actinin alpha 4 pseudogene 2,1p34.3,,,
HGNC:51621,ACTP1,actin family pseudogene 1,2q12.3,,,
HGNC:167,ACTR1A,actin related protein 1A,10q24.32,1528266,605143,P61163
HGNC:54703,ACTR1AP1,ACTR1A pseudogene 1,2q13,,,
HGNC:168,ACTR1B,actin related protein 1B,2q11.2,"7696711, 10343100",605144,P42025
HGNC:169,ACTR2,actin related protein 2,2p14,9230079,604221,P61160
HGNC:170,ACTR3,actin related protein 3,2q14.1,9230079,604222,P61158
HGNC:53965,ACTR3-AS1,ACTR3 antisense RNA 1,2q14.1,29959764,,
HGNC:17256,ACTR3B,actin related protein 3B,7q36.1-q36.2,10806390,,Q9P1U1
HGNC:37724,ACTR3BP1,ACTR3B pseudogene 1,Yq11.21,,,
HGNC:38677,ACTR3BP2,ACTR3B pseudogene 2,2p11.1,,,
HGNC:38678,ACTR3BP3,ACTR3B pseudogene 3,16p11.2,,,
HGNC:38681,ACTR3BP4,ACTR3B pseudogene 4,4q24,,,
HGNC:38682,ACTR3BP5,ACTR3B pseudogene 5,10p11.1,,,
HGNC:38683,ACTR3BP6,ACTR3B pseudogene 6,22q11.1,,,
HGNC:54971,ACTR3BP7,ACTR3B pseudogene 7,22p11.2,,,
HGNC:37282,ACTR3C,actin related protein 3C,7q36.1,"11162478, 14651955",,Q9C0K3
HGNC:31820,ACTR3P1,ACTR3 pseudogene 1,14q11.2,,,
HGNC:38676,ACTR3P2,ACTR3 pseudogene 2,Xq13.1,,,
HGNC:38679,ACTR3P3,ACTR3 pseudogene 3,3q12.2,,,
HGNC:14671,ACTR5,actin related protein 5,20q11.23,16230350,,Q9H9F9
HGNC:24025,ACTR6,actin related protein 6,12q23.1,11368909,,Q9GZN1
HGNC:44210,ACTR6P1,ACTR6 pseudogene 1,4q25,,,
HGNC:14672,ACTR8,actin related protein 8,3p21.1,"18163988, 16230350",,Q9H981
HGNC:17372,ACTR10,actin related protein 10,14q23.1,12857853,,Q9NZ32
HGNC:24027,ACTRT1,actin related protein T1,Xq25,12243744,300487,Q8TDG2
HGNC:55127,ACTRT1P1,ACTRT1 pseudogene 1,Xq25,,,
HGNC:24026,ACTRT2,actin related protein T2,1p36.32,"11750065, 12243744",608535,Q8TDY3
HGNC:24022,ACTRT3,actin related protein T3,3q26.2,"11750065, 18692047",608534,Q9BYD9
HGNC:171,ACVR1,activin A receptor type 1,2q24.1,8397373,102576,Q04771
HGNC:172,ACVR1B,activin A receptor type 1B,12q13.13,8397373,601300,P36896
HGNC:18123,ACVR1C,activin A receptor type 1C,2q24.1,12063393,608981,Q8NER5
HGNC:173,ACVR2A,activin A receptor type 2A,2q22.3-q23.1,"1314589, 10702675",102581,P27037
HGNC:174,ACVR2B,activin A receptor type 2B,3p22.2,"8161782, 9621519",602730,Q13705
HGNC:44161,ACVR2B-AS1,ACVR2B antisense RNA 1,3p22.2,,,
HGNC:175,ACVRL1,activin A receptor like type 1,12q13.13,"8397373, 8640225, 22718755",601284,P37023
HGNC:176,ACVRLK2,"symbol withdrawn, see [HGNC:171](/data/gene-symbol-report/#!/hgnc_id/HGNC:171)",,,,
HGNC:177,ACY1,aminoacylase 1,3p21.2,"1707030, 6948533",104620,Q03154
HGNC:178,ACY1L,"symbol withdrawn, see [HGNC:26295](/data/gene-symbol-report/#!/hgnc_id/HGNC:26295)",18q22.1,1707030,,
HGNC:24104,ACY3,aminoacylase 3,11q13.2,14656720,614413,Q96HD9
HGNC:179,ACYP1,acylphosphatase 1,14q24.3,"7796909, 9730610",600875,P07311
HGNC:180,ACYP2,acylphosphatase 2,2p16.2,"8268218, 25665007",102595,P14621
HGNC:181,AD1,"symbol withdrawn, see [HGNC:620](/data/gene-symbol-report/#!/hgnc_id/HGNC:620)",,,,
HGNC:182,AD2,"symbol withdrawn, see [HGNC:613](/data/gene-symbol-report/#!/hgnc_id/HGNC:613)",19,,,
HGNC:183,AD3,"symbol withdrawn, see [HGNC:9508](/data/gene-symbol-report/#!/hgnc_id/HGNC:9508)",,,,
HGNC:184,AD4,"symbol withdrawn, see [HGNC:9509](/data/gene-symbol-report/#!/hgnc_id/HGNC:9509)",,,,
HGNC:185,AD5,Alzheimer disease 5,12p11.23-q13.12,"9333264, 10712207",,
HGNC:186,ADA,adenosine deaminase,20q13.12,"6198240, 6090454",608958,P00813
HGNC:1839,ADA2,adenosine deaminase 2,22q11.1,"10756095, 27663683",607575,Q9NZK5
HGNC:30713,ADAD1,adenosine deaminase domain containing 1,4q27,"7543294, 9541871",614130,Q96M93
HGNC:44550,ADAD1P1,adenosine deaminase domain containing 1 pseudogene 1,3p22.2,,,
HGNC:44552,ADAD1P2,adenosine deaminase domain containing 1 pseudogene 2,18q21.1,,,
HGNC:30714,ADAD2,adenosine deaminase domain containing 2,16q24.1,,,Q8NCV1
HGNC:31853,ADAL,adenosine deaminase like,15q15.3,"16245011, 23645737",,Q6DHV7
HGNC:187,ADAM1A,ADAM metallopeptidase domain 1A (pseudogene),12q24.12-q24.13,9032439,,
HGNC:44366,ADAM1B,ADAM metallopeptidase domain 1B (pseudogene),12q24.13,,,
HGNC:198,ADAM2,ADAM metallopeptidase domain 2,8p11.22,"8702389, 9070941",601533,Q99965
HGNC:209,ADAM3A,ADAM metallopeptidase domain 3A (pseudogene),8p11.22,"9502432, 11439107",,
HGNC:210,ADAM3B,ADAM metallopeptidase domain 3B (pseudogene),16q12.1,"9284909, 9502432, 11439107",,
HGNC:212,ADAM5,ADAM metallopeptidase domain 5 (pseudogene),8p11.22,"8786143, 10417343",,Q6NVV9
HGNC:213,ADAM6,ADAM metallopeptidase domain 6 (pseudogene),14q32.33,,,
HGNC:214,ADAM7,ADAM metallopeptidase domain 7,8p21.2,"15883027, 19855936",607310,Q9H2U9
HGNC:215,ADAM8,ADAM metallopeptidase domain 8,10q26.3,9126482,602267,P78325
HGNC:216,ADAM9,ADAM metallopeptidase domain 9,8p11.22,"8647900, 11581183, 19409519",602713,Q13443
HGNC:188,ADAM10,ADAM metallopeptidase domain 10,15q21.3,"9344679, 9441766",602192,O14672
HGNC:189,ADAM11,ADAM metallopeptidase domain 11,17q21.31,8252040,155120,O75078
HGNC:190,ADAM12,ADAM metallopeptidase domain 12,10q26.2,"9417060, 18342566",602714,O43184
HGNC:43841,ADAM12-OT1,ADAM12 overlapping transcript 1 (non-protein coding),10q26.2,20404130,,
HGNC:193,ADAM15,ADAM metallopeptidase domain 15,1q21.3,9516430,605548,Q13444
HGNC:195,ADAM17,ADAM metallopeptidase domain 17,2p25.1,"9034190, 9574564",603639,P78536
HGNC:196,ADAM18,ADAM metallopeptidase domain 18,8p11.22,12200459,,Q9Y3Q7
HGNC:197,ADAM19,ADAM metallopeptidase domain 19,5q33.3,9806848,603640,Q9H013
HGNC:199,ADAM20,ADAM metallopeptidase domain 20,14q24.2,9469942,603712,O43506
HGNC:20102,ADAM20P1,ADAM metallopeptidase domain 20 pseudogene 1,14q24.2,,,
HGNC:43901,ADAM20P2,ADAM metallopeptidase domain 20 pseudogene 2,4q34.2,,,
HGNC:43902,ADAM20P3,ADAM metallopeptidase domain 20 pseudogene 3,4q35.2,,,
HGNC:200,ADAM21,ADAM metallopeptidase domain 21,14q24.2,9469942,603713,Q9UKJ8
HGNC:19822,ADAM21P1,ADAM metallopeptidase domain 21 pseudogene 1,14q24.2,,,
HGNC:201,ADAM22,ADAM metallopeptidase domain 22,7q21.12,"9693107, 10524237",603709,Q9P0K1
HGNC:202,ADAM23,ADAM metallopeptidase domain 23,2q33.3,9693107,603710,O75077
HGNC:203,ADAM24P,"ADAM metallopeptidase domain 24, pseudogene",8p22,,,
HGNC:206,ADAM28,ADAM metallopeptidase domain 28,8p21.2,"10794709, 15013428",606188,Q9UKQ2
HGNC:207,ADAM29,ADAM metallopeptidase domain 29,4q34.1,10644455,604778,Q9UKF5
HGNC:208,ADAM30,ADAM metallopeptidase domain 30,1p12,10512762,604779,Q9UKF2
HGNC:15479,ADAM32,ADAM metallopeptidase domain 32,8p11.22,12568724,618602,Q8TC27
HGNC:15478,ADAM33,ADAM metallopeptidase domain 33,20p13,11814695,607114,Q9BZ11
HGNC:16299,ADAMDEC1,ADAM like decysin 1,8p21.2,"9271581, 12037602",606393,O15204
HGNC:217,ADAMTS1,ADAM metallopeptidase with thrombospondin type 1 motif 1,21q21.3,10438512,605174,Q9UHI8
HGNC:218,ADAMTS2,ADAM metallopeptidase with thrombospondin type 1 motif 2,5q35.3,"10094461, 15373769",604539,O95450
HGNC:219,ADAMTS3,ADAM metallopeptidase with thrombospondin type 1 motif 3,4q13.3,10094461,605011,O15072
HGNC:220,ADAMTS4,ADAM metallopeptidase with thrombospondin type 1 motif 4,1q23.3,10094461,603876,O75173
HGNC:221,ADAMTS5,ADAM metallopeptidase with thrombospondin type 1 motif 5,21q21.3,10438522,605007,Q9UNA0
HGNC:222,ADAMTS6,ADAM metallopeptidase with thrombospondin type 1 motif 6,5q12.3,10464288,605008,Q9UKP5
HGNC:223,ADAMTS7,ADAM metallopeptidase with thrombospondin type 1 motif 7,15q25.1,10464288,605009,Q9UKP4
HGNC:49407,ADAMTS7P1,ADAMTS7 pseudogene 1,15q25.2,,,
HGNC:49408,ADAMTS7P2,"symbol withdrawn, see [HGNC:49407](/data/gene-symbol-report/#!/hgnc_id/HGNC:49407)",15q25.2,,,
HGNC:49409,ADAMTS7P3,ADAMTS7 pseudogene 3,15q24.3,,,
HGNC:49410,ADAMTS7P4,ADAMTS7 pseudogene 4,15q25.3,,,
HGNC:224,ADAMTS8,ADAM metallopeptidase with thrombospondin type 1 motif 8,11q24.3,10438512,605175,Q9UP79
HGNC:13202,ADAMTS9,ADAM metallopeptidase with thrombospondin type 1 motif 9,3p14.1,10936055,605421,Q9P2N4
HGNC:40625,ADAMTS9-AS1,ADAMTS9 antisense RNA 1,3p14.1,27941916,,
HGNC:42435,ADAMTS9-AS2,ADAMTS9 antisense RNA 2,3p14.1,"24833086, 29707897",,
HGNC:13201,ADAMTS10,ADAM metallopeptidase with thrombospondin type 1 motif 10,19p13.2,"15355968, 15368195",608990,Q9H324
HGNC:14605,ADAMTS12,ADAM metallopeptidase with thrombospondin type 1 motif 12,5p13.3-p13.2,11279086,606184,P58397
HGNC:1366,ADAMTS13,ADAM metallopeptidase with thrombospondin type 1 motif 13,9q34.2,"11557746, 11535495",604134,Q76LX8
HGNC:14899,ADAMTS14,ADAM metallopeptidase with thrombospondin type 1 motif 14,10q22.1,11779638,607506,Q8WXS8
HGNC:16305,ADAMTS15,ADAM metallopeptidase with thrombospondin type 1 motif 15,11q24.3,11867212,607509,Q8TE58
HGNC:17108,ADAMTS16,ADAM metallopeptidase with thrombospondin type 1 motif 16,5p15.32,11867212,607510,Q8TE57
HGNC:17109,ADAMTS17,ADAM metallopeptidase with thrombospondin type 1 motif 17,15q26.3,11867212,607511,Q8TE56
HGNC:17110,ADAMTS18,ADAM metallopeptidase with thrombospondin type 1 motif 18,16q23.1,"11867212, 17546048",607512,Q8TE60
HGNC:17111,ADAMTS19,ADAM metallopeptidase with thrombospondin type 1 motif 19,5q23.3,11867212,607513,Q8TE59
HGNC:40797,ADAMTS19-AS1,ADAMTS19 antisense RNA 1,5q23.3,,,
HGNC:17178,ADAMTS20,ADAM metallopeptidase with thrombospondin type 1 motif 20,12q12,"12514189, 12562771",611681,P59510
HGNC:16662,ADAMTS21,"symbol withdrawn, see [HGNC:17110](/data/gene-symbol-report/#!/hgnc_id/HGNC:17110)",reserved,,,
HGNC:14632,ADAMTSL1,ADAMTS like 1,9p22.2-p22.1,"9628581, 11805097",609198,Q8N6G6
HGNC:14631,ADAMTSL2,ADAMTS like 2,9q34.2,"9628581, 14667842",612277,Q86TH1
HGNC:14633,ADAMTSL3,ADAMTS like 3,15q25.2,"9628581, 10574462",609199,P82987
HGNC:19706,ADAMTSL4,ADAMTS like 4,1q21.2,12706885,610113,Q6UY14
HGNC:32041,ADAMTSL4-AS1,ADAMTSL4 antisense RNA 1,1q21.2,,,Q5T5F5
HGNC:40895,ADAMTSL4-AS2,ADAMTSL4 antisense RNA 2,1q21.2,,,
HGNC:27912,ADAMTSL5,ADAMTS like 5,19p13.3,23010571,,Q6ZMM2
HGNC:16486,ADAP1,ArfGAP with dual PH domains 1,7p22.3,10333475,608114,O75689
HGNC:16487,ADAP2,ArfGAP with dual PH domains 2,17q11.2,"12018390, 27956705",608635,Q9NPF8
HGNC:225,ADAR,adenosine deaminase RNA specific,1q21.3,7972084,146920,P55265
HGNC:226,ADARB1,adenosine deaminase RNA specific B1,21q22.3,"9143496, 14759252",601218,P78563
HGNC:227,ADARB2,adenosine deaminase RNA specific B2 (inactive),10p15.3,"9272162, 10836796",602065,Q9NS39
HGNC:23299,ADARB2-AS1,ADARB2 antisense RNA 1,10p15.3,28874676,,A8MUL3
HGNC:228,ADAT1,adenosine deaminase tRNA specific 1,16q23.1,10430867,604230,Q9BUB4
HGNC:21172,ADAT2,adenosine deaminase tRNA specific 2,6q24.2,12457566,615388,Q7Z6V5
HGNC:25151,ADAT3,adenosine deaminase tRNA specific 3,19p13.3,12457566,615302,Q96EY9
HGNC:19038,ADCK1,aarF domain containing kinase 1,14q24.3,12471243,,Q86TW2
HGNC:19039,ADCK2,aarF domain containing kinase 2,7q34,,,Q7Z695
HGNC:21738,ADCK5,aarF domain containing kinase 5,8q24.3,,,Q3MIX3
HGNC:229,ADCP1,adenosine deaminase complexing protein 1,6,"279003, 6933468, 6974523",,
HGNC:230,ADCP2,"symbol withdrawn, see [HGNC:3009](/data/gene-symbol-report/#!/hgnc_id/HGNC:3009)",,,,
HGNC:231,ADCR,"symbol withdrawn, see [HGNC:12797](/data/gene-symbol-report/#!/hgnc_id/HGNC:12797)",,,,
HGNC:232,ADCY1,adenylate cyclase 1,7p12.3,"8314585, 24482543",103072,Q08828
HGNC:233,ADCY2,adenylate cyclase 2,5p15.31,1427768,103071,Q08462
HGNC:234,ADCY3,adenylate cyclase 3,2p23.3,9920776,600291,O60266
HGNC:235,ADCY4,adenylate cyclase 4,14q12,7766992,600292,Q8NFM4
HGNC:236,ADCY5,adenylate cyclase 5,3q21.1,10481931,600293,O95622
HGNC:237,ADCY6,adenylate cyclase 6,12q13.12,24319099,600294,O43306
HGNC:53332,ADCY6-DT,ADCY6 divergent transcript,12q13.12,,,
HGNC:238,ADCY7,adenylate cyclase 7,16q12.1,7860067,600385,P51828
HGNC:239,ADCY8,adenylate cyclase 8,8q24.22,8076676,103070,P40145
HGNC:240,ADCY9,adenylate cyclase 9,16p13.3,9628827,603302,O60503
HGNC:21285,ADCY10,adenylate cyclase 10,1q24.2,23255611,605205,Q96PN6
HGNC:44143,ADCY10P1,ADCY10 pseudogene 1,6p21.1,,,
HGNC:241,ADCYAP1,adenylate cyclase activating polypeptide 1,18p11.32,1730060,102980,P18509
HGNC:242,ADCYAP1R1,ADCYAP receptor type I,7p14.3,7902709,102981,P41586
HGNC:243,ADD1,adducin 1,4p16.3,1840603,102680,P35611
HGNC:244,ADD2,adducin 2,2p13.3,1840603,102681,P35612
HGNC:245,ADD3,adducin 3,10q25.1-q25.2,8893809,601568,Q9UEY8
HGNC:48682,ADD3-AS1,ADD3 antisense RNA 1,10q25.1,,,
HGNC:246,ADDL,"symbol withdrawn, see [HGNC:245](/data/gene-symbol-report/#!/hgnc_id/HGNC:245)",,,,
HGNC:247,ADFN,albinism-deafness syndrome,Xq26.3-q27.1,"5801459, 2349949",,
HGNC:21212,ADGB,androglobin,6q24.3,22115833,614630,Q8N7X0
HGNC:13838,ADGRA1,adhesion G protein-coupled receptor A1,10q26.3,"12565841, 25713288",612302,Q86SQ6
HGNC:49543,ADGRA1-AS1,ADGRA1 antisense RNA 1,10q26.3,,,
HGNC:17849,ADGRA2,adhesion G protein-coupled receptor A2,8p11.23,"11559528, 12565841, 25713288",606823,Q96PE1
HGNC:13839,ADGRA3,adhesion G protein-coupled receptor A3,4p15.2,"12565841, 25713288",612303,Q8IWK6
HGNC:943,ADGRB1,adhesion G protein-coupled receptor B1,8q24.3,"9533023, 25713288",602682,O14514
HGNC:944,ADGRB2,adhesion G protein-coupled receptor B2,1p35.2,"9533023, 25713288",602683,O60241
HGNC:945,ADGRB3,adhesion G protein-coupled receptor B3,6q12-q13,"9533023, 25713288",602684,O60242
HGNC:19893,ADGRD1,adhesion G protein-coupled receptor D1,12q24.33,25713288,613639,Q6QNK2
HGNC:53314,ADGRD1-AS1,ADGRD1 antisense RNA 1,12q24.33,25599403,,
HGNC:18651,ADGRD2,adhesion G protein-coupled receptor D2,9q33.3,25713288,,Q7Z7M1
HGNC:3336,ADGRE1,adhesion G protein-coupled receptor E1,19p13.3-p13.2,"7601460, 9500513, 25713288",600493,Q14246
HGNC:3337,ADGRE2,adhesion G protein-coupled receptor E2,19p13.12,25713288,606100,Q9UHX3
HGNC:23647,ADGRE3,adhesion G protein-coupled receptor E3,19p13.12,"11279179, 12975309, 25713288",606101,Q9BY15
HGNC:19240,ADGRE4P,"adhesion G protein-coupled receptor E4, pseudogene",19p13.2,"12565841, 25713288",612305,Q86SQ3
HGNC:1711,ADGRE5,adhesion G protein-coupled receptor E5,19p13.12,"7636245, 8786105, 25713288",601211,P48960
HGNC:18990,ADGRF1,adhesion G protein-coupled receptor F1,6p12.3,"12435584, 14623098, 25713288",617430,Q5T601
HGNC:18991,ADGRF2,adhesion G protein-coupled receptor F2,6p12.3,"12435584, 25713288",,Q8IZF7
HGNC:18989,ADGRF3,adhesion G protein-coupled receptor F3,2p23.3,"12435584, 25713288",,Q8IZF5
HGNC:19011,ADGRF4,adhesion G protein-coupled receptor F4,6p12.3,"12435584, 25713288",614268,Q8IZF3
HGNC:19030,ADGRF5,adhesion G protein-coupled receptor F5,6p12.3,"12435584, 25713288",,Q8IZF2
HGNC:40864,ADGRF5-AS1,ADGRF5 antisense RNA 1,6p12.3,,,
HGNC:32922,ADGRF5P1,adhesion G protein-coupled receptor F5 pseudogene 1,9q13,,,
HGNC:32921,ADGRF5P2,adhesion G protein-coupled receptor F5 pseudogene 2,9p11.1,,,
HGNC:4512,ADGRG1,adhesion G protein-coupled receptor G1,16q21,"10049584, 10100861, 25713288",604110,Q9Y653
HGNC:4516,ADGRG2,adhesion G protein-coupled receptor G2,Xp22.13,"9739419, 9150425, 25713288",300572,Q8IZP9
HGNC:13728,ADGRG3,adhesion G protein-coupled receptor G3,16q21,"12435584, 25713288",618441,Q86Y34
HGNC:18992,ADGRG4,adhesion G protein-coupled receptor G4,Xq26.3,"12435584, 25713288",,Q8IZF6
